Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Load switch configuration,,,,,,,,,,,,3.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create VLANs list,,,,,,,,,,,,6.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include {{ ansible_network_os }} tasks,,,,,,,,,,,,3.0,38.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,,,137.0,0.0,12.0,9.0,0.0,0.0,0.4427699347584025,,,,,,,,0,0,0,1,0,0,1,0,0,0,#,#,#,#
,,install needed packages,,,,,,,,,,,,11.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create a /var/run/fedmsg dir with setgid for monitoring.,,,,,,,,,,,,8.0,56.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup /etc/fedmsg.d directory,,,,,,,,,,,,6.0,29.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup basic /etc/fedmsg.d/ contents,,,,,,,,,,,,18.0,35.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Remove unwanted files,,,,,,,,,,,,12.0,21.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,setup /etc/pki/fedmsg directory,,,,,,,,,,,,6.0,31.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install fedmsg ca.cert,,,,,,,,,,,,9.0,22.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fedmsg certs,,,,,,,,,,,,13.0,12.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fedmsg keys,,,,,,,,,,,,13.0,11.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure a directory exists for our custom selinux module,,,,,,,,,,,,6.0,55.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy over our custom selinux module,,,,,,,,,,,,7.0,35.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install our custom selinux module,,,,,,,,,,,,7.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-validations\roles\check_undercloud_conf\tasks\main.yml,,,57.0,0.0,7.0,5.0,1.0,0.0,0.4878916699855165,,,,,,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Ensure we get needed facts,,,,,,,,,,,,7.0,26.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Retrieve {{ ansible_env.HOME }}/undercloud.conf content,,,,,,,,,,,,4.0,55.0,8.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Store all properties and file type properties,,,,,,,,,,,,12.0,45.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get value from conf file,,,,,,,,,,,,7.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check file property point to existing file,,,,,,,,,,,,5.0,42.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fail if location doesn't exist,,,,,,,,,,,,6.0,30.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\bodhi2\backend\tasks\main.yml,,,341.0,0.0,37.0,9.0,0.0,0.0,0.4873121815057658,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0
,,add ftpsync group,,,,,,,,,,,,4.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add ftpsync user,,,,,,,,,,,,4.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install needed packages,,,,,,,,,,,,17.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,add apache user to the masher group so it can talk to the monitoring socket,,,,,,,,,,,,4.0,75.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Put pungi configurations in place,,,,,,,,,,,,11.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put owner-sync-pagure in place,,,,,,,,,,,,6.0,30.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,sync packages from pagure-on-dist-git to koji (all branches),,,,,,,,,,,,10.0,60.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put the koji sync listener script in place,,,,,,,,,,,,11.0,42.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put the koji sync listener systemd file in place.,,,,,,,,,,,,12.0,49.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start the koji sync listener,,,,,,,,,,,,6.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put new-updates-sync in place,,,,,,,,,,,,7.0,29.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put bodhi-automated-pushes.py in place,,,,,,,,,,,,8.0,38.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put update-fullfiletimelist in place,,,,,,,,,,,,8.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add create-filelist script from quick-fedora-mirror,,,,,,,,,,,,8.0,51.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set the updates sync cron job,,,,,,,,,,,,7.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set the bodhi-automated-pushes cron job,,,,,,,,,,,,7.0,39.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,directory sizes update cron job.,,,,,,,,,,,,11.0,32.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-approve-testing cron job.,,,,,,,,,,,,12.0,31.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-check-policies cron job.,,,,,,,,,,,,13.0,30.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-clean-old-composes cron job.,,,,,,,,,,,,13.0,34.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-expire-overrides cron job.,,,,,,,,,,,,14.0,32.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install logging.yaml,,,,,,,,,,,,8.0,20.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install production.ini,,,,,,,,,,,,10.0,22.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install celeryconfig.py,,,,,,,,,,,,10.0,23.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install fedora-messaging config,,,,,,,,,,,,10.0,31.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make a mnt/koji link,,,,,,,,,,,,4.0,20.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /etc/systemd/system/fm-consumer@.service.d,,,,,,,,,,,,10.0,49.0,8.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure fm-consumer@.service to run as apache,,,,,,,,,,,,12.0,47.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the Celery service,,,,,,,,,,,,12.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure apache is disabled on the backend,,,,,,,,,,,,4.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /etc/pki/fedora-messaging,,,,,,,,,,,,9.0,32.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging CA,,,,,,,,,,,,9.0,30.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging cert,,,,,,,,,,,,9.0,32.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging key,,,,,,,,,,,,9.0,31.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure fedora-messaging and celery are enabled and started on the backend,,,,,,,,,,,,10.0,73.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set up koji profile,,,,,,,,,,,,4.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Grant fedmsg user read permission to koji keytab file used by bodhi,,,,,,,,,,,,5.0,67.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-nodejs\tasks\main.yml,,,36.0,0.0,7.0,5.0,2.0,0.0,0.553866387502792,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Define nodejs_install_npm_user,,,,,,,,,,,,5.0,30.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create npm global directory,,,,,,,,,,,,7.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add npm_config_prefix bin directory to global $PATH.,,,,,,,,,,,,6.0,52.0,4.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure npm global packages are installed.,,,,,,,,,,,,11.0,41.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install packages defined in a given package.json.,,,,,,,,,,,,4.0,49.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\sqlite\tasks\main.yml,,,5.0,0.0,1.0,5.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install,,,,,,,,,,,,5.0,7.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\dev_setup\playbooks\roles\minishift\tasks\main.yml,,,30.0,0.0,8.0,3.0,0.0,0.0,0.5049434967588929,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Is minishift binary present in {{ minishift_dest_dir }},,,,,,,,,,,,4.0,55.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift disk-size {{ disk_size }},,,,,,,,,,,,2.0,39.0,6.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift disk-size {{ memory }},,,,,,,,,,,,2.0,36.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift base device size to {{basedevice_size}},,,,,,,,,,,,2.0,53.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Pull down the minishift iso,,,,,,,,,,,,5.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if the minishift profile exists,,,,,,,,,,,,4.0,37.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\snowplow\ansible-playbooks\roles\nodejs\tasks\main.yml,,,23.0,0.0,7.0,4.0,0.0,0.0,0.8238554239298091,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Node.js | Checking installed version of node.js,,,,,,,,,,,,4.0,47.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,g++ | Installing g++,,,,,,,,,,,,3.0,20.0,5.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Fetching node.js source,,,,,,,,,,,,4.0,33.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Unpack node.js tarball,,,,,,,,,,,,3.0,32.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Configure,,,,,,,,,,,,4.0,19.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Make,,,,,,,,,,,,3.0,14.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Make install,,,,,,,,,,,,4.0,22.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\RedHatGov\redhatgov.workshops\jboss-migration-toolkit\roles\openshift_templates\tasks\main.yml,,,22.0,0.0,2.0,6.0,0.0,0.0,0.5176764734874385,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Make sure you have Git installed,,,,,,,,,,,,5.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Name for git module.,,,,,,,,,,,,6.0,20.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\odoo-role\tasks\main.yml,,,315.0,0.0,39.0,8.0,8.0,0.0,0.5167140038399681,,,,,,,,0,1,1,1,0,0,0,0,0,0,#,#,#,#
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install system packages,,,,,,,,,,,,17.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install libjpeg-dev,,,,,,,,,,,,8.0,19.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if wkhtmltopdf is installed,,,,,,,,,,,,7.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Download and install wkhtmltopdf only if not already present at any version,,,,,,,,,,,,5.0,75.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create Odoo directories,,,,,,,,,,,,12.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create log dir,,,,,,,,,,,,7.0,14.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create log file,,,,,,,,,,,,7.0,15.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Python Magic to requirements,,,,,,,,,,,,6.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Odoo python requirements,,,,,,,,,,,,6.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install nodejs packages,,,,,,,,,,,,8.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Less CSS via nodejs,,,,,,,,,,,,7.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create node symlink,,,,,,,,,,,,8.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Odoo,,,,,,,,,,,,6.0,12.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate community db modules,,,,,,,,,,,,7.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate community shared modules,,,,,,,,,,,,6.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join db + shared community modules,,,,,,,,,,,,7.0,34.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate core db modules,,,,,,,,,,,,7.0,24.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate core shared modules,,,,,,,,,,,,6.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join db + shared core modules,,,,,,,,,,,,7.0,29.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join core + community modules,,,,,,,,,,,,9.0,29.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create unique list of modules,,,,,,,,,,,,6.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check server wide configuration,,,,,,,,,,,,5.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Odoo config,,,,,,,,,,,,11.0,15.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Check if Odoo database has been initialized (""0"" false, ""1"" true)",,,,,,,,,,,,12.0,65.0,7.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Init Odoo database(s): {{ odoo_role_odoo_dbs }},,,,,,,,,,,,15.0,47.0,10.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Force update odoo modules,,,,,,,,,,,,16.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Update in Odoo pip upgraded community modules,,,,,,,,,,,,16.0,45.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Build the list of new modules to install,,,,,,,,,,,,15.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install only new Odoo modules,,,,,,,,,,,,19.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Set ribbon name for test dbs,,,,,,,,,,,,13.0,28.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable ribbon name for prod dbs,,,,,,,,,,,,13.0,32.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install development environment pip packages,,,,,,,,,,,,12.0,44.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\oauth2_proxy\tasks\main.yml,,,34.0,0.0,4.0,8.0,0.0,0.0,0.6871765337947386,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,create application user,,,,,,,,,,,,10.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set oauth2_proxy app dir permissions,,,,,,,,,,,,9.0,36.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set oauth2_proxy conf dir permissions,,,,,,,,,,,,9.0,37.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,3.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adriagalin\ansible.motd\tasks\main.yml,,,70.0,0.0,10.0,8.0,0.0,0.0,0.5107693449119449,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove default motd configuration,,,,,,,,,,,,15.0,33.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create backup folder,,,,,,,,,,,,4.0,20.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if we need to move files,,,,,,,,,,,,3.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Move files to backup folder,,,,,,,,,,,,5.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restore default motd configuration from backups folder,,,,,,,,,,,,3.0,54.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add 99-footer file,,,,,,,,,,,,11.0,18.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete 99-footer file,,,,,,,,,,,,8.0,21.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add dynamic message before motd,,,,,,,,,,,,9.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove dynamic message before motd,,,,,,,,,,,,8.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /etc/motd file,,,,,,,,,,,,8.0,21.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check motd tail supported,,,,,,,,,,,,7.0,25.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add motd tail,,,,,,,,,,,,8.0,13.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add motd,,,,,,,,,,,,8.0,8.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\roots\trellis\roles\ssmtp\tasks\main.yml,,,15.0,0.0,3.0,5.0,0.0,0.0,0.7051162383009286,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install ssmtp,,,,,,,,,,,,5.0,13.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssmtp configuration,,,,,,,,,,,,5.0,19.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssmtp revaliases configuration,,,,,,,,,,,,5.0,30.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\postscreen\tasks\main.yml,,,35.0,0.0,5.0,7.0,0.0,0.0,0.6337881719568832,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Import DebOps global handlers,,,,,,,,,,,,3.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate Postscreen configuration files,,,,,,,,,,,,12.0,39.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make sure that Ansible local facts directory exists,,,,,,,,,,,,7.0,51.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save Postscreen local facts,,,,,,,,,,,,11.0,27.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Ansible facts if they were modified,,,,,,,,,,,,2.0,42.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\roles\plugins\foreman_openscap\install\tasks\main.yml,,,13.0,0.0,2.0,6.0,0.0,0.0,0.7769620041276944,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install openscap plugin,,,,,,,,,,,,8.0,23.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install foreman openscap puppet module,,,,,,,,,,,,4.0,38.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-postgres-barman\tasks\main.yml,,,60.0,0.0,6.0,10.0,0.0,0.0,0.7157296517321596,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure docker postgres barman directories exist,,,,,,,,,,,,12.0,47.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman barman.conf file,,,,,,,,,,,,9.0,44.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman crontab file,,,,,,,,,,,,9.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman barman.d directory,,,,,,,,,,,,9.0,46.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart docker postgres barman container,,,,,,,,,,,,5.0,40.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run docker postgres barman container,,,,,,,,,,,,16.0,36.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dimagi\commcare-cloud\src\commcare_cloud\ansible\roles\cloudwatch_logs\tasks\main.yml,,,26.0,0.0,1.0,26.0,0.0,0.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure and start cloudwatch agent,,,,,,,,,,,,26.0,36.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Check if cloudwatch-agent-ctl exists,,,,,,,,,,,,6.0,36.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install cwa if check command fails,,,,,,,,,,,,3.0,34.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create cloudwatch logs config,,,,,,,,,,,,9.0,29.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure cloudwatch agent enabled,,,,,,,,,,,,4.0,31.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ConnectBox\connectbox-pi\ansible\roles\ansible-postgresql\tasks\main.yml,,,98.0,0.0,18.0,5.0,4.0,0.0,0.5007240803281647,,,,,,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set version fact,,,,,,,,,,,,4.0,16.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set OS-specific variables,,,,,,,,,,,,2.0,25.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set pgdata fact,,,,,,,,,,,,4.0,15.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set conf dir fact,,,,,,,,,,,,4.0,17.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create conf.d,,,,,,,,,,,,6.0,13.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check for conf.d include in postgresql.conf,,,,,,,,,,,,10.0,43.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set conf.d include in postgresql.conf,,,,,,,,,,,,8.0,37.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include 25ansible_postgresql.conf in postgresql.conf,,,,,,,,,,,,7.0,52.0,3.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set config options,,,,,,,,,,,,8.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install pg_hba.conf,,,,,,,,,,,,9.0,19.0,2.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,2.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check For Existing,,,,,,,,,,,,6.0,18.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unknown,,,,,,,,,,,,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0,0
