Playbook Name,Play Name,Task Name,LOC_playbook,num_plays,num_tasks_playbook,avg_task_playbook,Num_Imports,Num_Roles,similarity,LOC_play,num_tasks_play,avg_task_play,special_chars_play,LOC_task,task_name_len,special_chars_task
,,install | Stat extracted packages,,,,,,,,,,,,5,33,1
,,Unknown,,,,,,,,,,,,6,0,0
,,install | Copy installation package to node,,,,,,,,,,,,5,43,1
,,install | Set installation package path,,,,,,,,,,,,4,39,1
,,install | gpfs base path,,,,,,,,,,,,4,24,1
,,Unknown,,,,,,,,,,,,19,0,0
,,install | Find gpfs.smb (gpfs.smb) package,,,,,,,,,,,,5,42,5
,,install | Check valid GPFS (gpfs.smb) package,,,,,,,,,,,,4,45,4
,,install | Add GPFS package to list,,,,,,,,,,,,8,34,1
,,Unknown,,,,,,,,,,,,20,0,0
,,install | Find gpfs.nfs-ganesha (gpfs.nfs-ganesha) package,,,,,,,,,,,,5,58,7
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,4,53,5
,,install | Add GPFS package to list,,,,,,,,,,,,9,34,1
,,Unknown,,,,,,,,,,,,21,0,0
,,install | Find gpfs.nfs-ganesha (gpfs.nfs-ganesha) package,,,,,,,,,,,,5,58,7
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,4,53,5
,,install | Add GPFS package to list,,,,,,,,,,,,9,34,1
,,Unknown,,,,,,,,,,,,11,0,0
,,install | Find gpfs.nfs-ganesha-utils (gpfs.nfs-ganesha) package,,,,,,,,,,,,5,64,8
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,4,53,5
,,Unknown,,,,,,,,,,,,10,0,0
,,install | Find gpfs.nfs-ganesha-gpfs (gpfs.nfs-ganesha) package,,,,,,,,,,,,5,63,8
,,install | Check valid GPFS (gpfs.nfs-ganesha) package,,,,,,,,,,,,4,53,5
,,Unknown,,,,,,,,,,,,11,0,0
,,install | Find gpfs.nfs-ganesha-doc (gpfs.nfs-ganesha-doc) package,,,,,,,,,,,,5,66,9
,,install | Check valid GPFS (gpfs.nfs-ganesha-doc) package,,,,,,,,,,,,4,57,6
,,Unknown,,,,,,,,,,,,12,0,0
,,install | Find gpfs.python-nfs-ganesha (gpfs.python-nfs-ganesha) package,,,,,,,,,,,,5,72,9
,,install | Check valid GPFS (gpfs.python-nfs-ganesha) package,,,,,,,,,,,,4,60,6
,,Unknown,,,,,,,,,,,,12,0,0
,,install | Find gpfs.pm-ganesha (gpfs.pm-ganesha) package,,,,,,,,,,,,5,56,7
,,install | Check valid GPFS (gpfs.pm-ganesha) package,,,,,,,,,,,,4,52,5
,,Unknown,,,,,,,,,,,,13,0,0
,,install | Find gpfs.nfs-ganesha (gpfs.nfs-ganesha) package,,,,,,,,,,,,5,58,7
,,install | Check valid GPFS (gpfs.nfs-ganesha-debuginfo) package,,,,,,,,,,,,5,63,6
,,install | Add GPFS package to list,,,,,,,,,,,,10,34,1
,,install | Add GPFS package to list,,,,,,,,,,,,10,34,1
,,Unknown,,,,,,,,,,,,13,0,0
,,install | initialize,,,,,,,,,,,,3,20,1
,,install | Add GPFS package to list,,,,,,,,,,,,5,34,1
,,install | remove debuginfo from packages,,,,,,,,,,,,3,40,1
,,Unknown,,,,,,,,,,,,2,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\kubernetes-sigs\kubespray\roles\etcd\tasks\install_docker.yml,,,38,0,7,6,1,0,0.5673520356872271,,,,,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Get currently-deployed etcd version,,,,,,,,,,,,5,35,1
,,Get currently-deployed etcd-events version,,,,,,,,,,,,5,42,2
,,Restart etcd if necessary,,,,,,,,,,,,6,25,0
,,Restart etcd-events if necessary,,,,,,,,,,,,6,32,1
,,Install etcd launch script,,,,,,,,,,,,8,26,0
,,Install etcd-events launch script,,,,,,,,,,,,8,33,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theforeman\forklift\roles\freeipa_server\tasks\install_freeipa_server.yml,,,27,0,5,6,0,0,0.4970919917813276,,,,,,,
,,Install FreeIPA server packages (this could take a while),,,,,,,,,,,,5,57,2
,,Fix /etc/hosts record for self,,,,,,,,,,,,7,30,2
,,Fix /etc/hosts freeipa installation,,,,,,,,,,,,6,35,2
,,Ensure localhost record is in /etc/hosts,,,,,,,,,,,,6,40,2
,,Run FreeIPA Install,,,,,,,,,,,,4,19,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_fileauditlogging\node\tasks\install_local_pkg.yml,,,127,0,13,9,0,0,0.865958379977594,,,,,,,
,,Unknown,,,,,,,,,,,,28,0,0
,,install | Stat local installation package,,,,,,,,,,,,5,41,1
,,install | Check local installation package,,,,,,,,,,,,5,42,1
,,install | Stat checksum file,,,,,,,,,,,,4,28,1
,,Unknown,,,,,,,,,,,,11,0,0
,,install | Read checksum from file,,,,,,,,,,,,4,33,1
,,install | Compare checksums,,,,,,,,,,,,5,27,1
,,install | Stat extracted packages,,,,,,,,,,,,4,33,1
,,Unknown,,,,,,,,,,,,18,0,0
,,install | Stat temporary directory,,,,,,,,,,,,4,34,1
,,install | Check temporary directory,,,,,,,,,,,,7,35,1
,,install | Copy installation package to node,,,,,,,,,,,,5,43,1
,,install | Extract installation package,,,,,,,,,,,,7,38,1
,,install | Stat extracted packages,,,,,,,,,,,,4,33,1
,,install | Check extracted packages,,,,,,,,,,,,7,34,1
,,install | Delete installation package from node,,,,,,,,,,,,5,47,1
,,install | file audit logging path,,,,,,,,,,,,4,33,1
,,install | file audit logging path,,,,,,,,,,,,4,33,1
,,install | file audit logging path,,,,,,,,,,,,7,33,1
,,install | file audit logging path,,,,,,,,,,,,5,33,1
,,install | file audit logging path,,,,,,,,,,,,4,33,1
,,Unknown,,,,,,,,,,,,20,0,0
,,install | Find gpfs.librdkafka (gpfs.librdkafka) package,,,,,,,,,,,,5,56,5
,,install | Check valid GPFS (gpfs.librdkafka) package,,,,,,,,,,,,5,52,4
,,install | Add GPFS file audit logging packages to list,,,,,,,,,,,,8,54,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\weareinteractive\ansible-newrelic\tasks\install_redhat.yml,,,8,0,2,4,0,0,0.8514652942135135,,,,,,,
,,Installing dependencies,,,,,,,,,,,,4,23,0
,,Installing packages,,,,,,,,,,,,4,19,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_object\node\tasks\install_remote_pkg.yml,,,88,0,10,8,0,0,0.9041297885439338,,,,,,,
,,install | Stat remote installation package,,,,,,,,,,,,5,42,1
,,install | Check remote installation package,,,,,,,,,,,,5,43,1
,,install | Stat checksum file,,,,,,,,,,,,4,28,1
,,Unknown,,,,,,,,,,,,13,0,0
,,install | Read checksum from file,,,,,,,,,,,,4,33,1
,,install | Compare checksums,,,,,,,,,,,,7,27,1
,,install | Stat extracted packages,,,,,,,,,,,,4,33,1
,,install | Make installation package executable,,,,,,,,,,,,5,46,1
,,install | Extract installation package,,,,,,,,,,,,4,38,1
,,install | Stat extracted packages,,,,,,,,,,,,4,33,1
,,install | Check extracted packages,,,,,,,,,,,,7,34,1
,,Unknown,,,,,,,,,,,,35,0,0
,,install | obj path,,,,,,,,,,,,5,18,1
,,install | Find all packages,,,,,,,,,,,,5,27,1
,,Unknown,,,,,,,,,,,,3,0,0
,,install | Check valid scale openstack-swift packages,,,,,,,,,,,,6,52,2
,,install | Check valid python3-swift package,,,,,,,,,,,,6,43,2
,,install | Check valid scale spectrum-scale-object package,,,,,,,,,,,,7,57,3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dellhpc\omnia\security\roles\secure_login_node\tasks\ipa_configuration.yml,,,40,0,3,10,0,0,0.6225931332552731,,,,,,,
,,Modify the freeipa global password policy,,,,,,,,,,,,8,41,0
,,Create sysadmin group,,,,,,,,,,,,8,21,0
,,Create sysadmin_sudo rule,,,,,,,,,,,,14,25,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trustedanalytics\platform-ansible\roles\common\tasks\iptables.yml,,,15,0,2,3,0,0,0.5860959215860111,,,,,,,
,,Don't unload IPTables modules on restart and stop,,,,,,,,,,,,4,49,1
,,Disable IPTables service,,,,,,,,,,,,2,24,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_ironic\tasks\ironic_inspector_post_install.yml,,,65,0,4,14,0,0,0.6006641270977054,,,,,,,
,,Default pxelinux.0 config,,,,,,,,,,,,4,25,1
,,Copy Inspector iPXE Configuration,,,,,,,,,,,,6,33,0
,,Download IPA Images,,,,,,,,,,,,9,19,0
,,Configure nginx when inspector boot mode is http,,,,,,,,,,,,36,48,0
,,Disable default nginx configuration,,,,,,,,,,,,6,35,0
,,Remove default nginx config,,,,,,,,,,,,6,27,0
,,Ensure nginx configuration directories exist,,,,,,,,,,,,6,44,0
,,Configure nginx virtual hosts,,,,,,,,,,,,6,29,0
,,Link to enable nginx virtual hosts,,,,,,,,,,,,9,34,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\confluentinc\cp-ansible\playbooks\ksql.yml,,,40,3,7,3,0,0,0.5321907264149519,,,,,,,
,KSQL Status Finding,,,,,,,,,21,4,5.25,0,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Populate service facts,,,,,,,,,,,,2,22,0
,,Determine Installation Pattern - Parallel or Serial,,,,,,,,,,,,7,51,1
,,Group Hosts by Installation Pattern,,,,,,,,,,,,4,35,0
,KSQL Parallel Provisioning,,,,,,,,,8,1,8.0,0,,,
,,Unknown,,,,,,,,,,,,2,0,0
,KSQL Serial Provisioning,,,,,,,,,13,2,6.5,0,,,
,,Unknown,,,,,,,,,,,,2,0,0
,,Proceed Prompt,,,,,,,,,,,,4,14,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\builder\tasks\libvirt.yaml,,,172,0,3,58,0,0,0.42524909321755916,,,,,,,
,,create overclouds range,,,,,,,,,,,,4,23,0
,,common tags,,,,,,,,,,,,21,11,0
,,Set nested KVM if wanted,,,,,,,,,,,,9,24,0
,,Create symlink if needed,,,,,,,,,,,,6,24,0
,,run tasks as virt_user user,,,,,,,,,,,,155,27,1
,,export LIBVIRT_DEFAULT_URI,,,,,,,,,,,,4,26,2
,,export LIBGUESTFS_BACKEND,,,,,,,,,,,,4,25,1
,,get default network XML content,,,,,,,,,,,,4,31,0
,,ensure default network is present,,,,,,,,,,,,5,33,0
,,run default network,,,,,,,,,,,,5,19,0
,,ensure network is active and autostart,,,,,,,,,,,,5,38,0
,,load ctlplane network,,,,,,,,,,,,6,21,0
,,create ctlplane network,,,,,,,,,,,,5,23,0
,,ensure ctlplane is active and autostart,,,,,,,,,,,,5,39,0
,,centos-7,,,,,,,,,,,,5,8,1
,,Modern CentOS,,,,,,,,,,,,2,13,0
,,are we re-deploying upon existing deploy,,,,,,,,,,,,4,40,1
,,update image in-place,,,,,,,,,,,,10,21,1
,,Create undercloud image based on {{ base_image_name }},,,,,,,,,,,,16,54,6
,,create undercloud swap file when needed,,,,,,,,,,,,15,39,0
,,create empty image for non-undercloud,,,,,,,,,,,,16,37,1
,,create overcloud swap files when needed,,,,,,,,,,,,15,39,0
,,create OSD(s) for ceph instances if any,,,,,,,,,,,,15,39,2
,,push proxy config if needed,,,,,,,,,,,,6,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\license_manager.yml,,,22,1,0,0,0,6,1,,,,,,,
,Deploy edX License Manager,,,,,,,,,22,0,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible\playbooks\listening-port-report.yml,,,31,1,2,8,0,0,0.5492596126264393,,,,,,,
,Gather listening ports report,,,,,,,,,29,2,14.5,0,,,
,,Gather listening ports,,,,,,,,,,,,4,22,0
,,create report,,,,,,,,,,,,21,13,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\influxdb\tasks\loadbalancer.yml,,,6,0,1,6,0,0,1,,,,,,,
,,Configure loadbalancer for {{ project_name }},,,,,,,,,,,,6,45,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\barbican\tasks\loadbalancer.yml,,,6,0,1,6,0,0,1,,,,,,,
,,Configure loadbalancer for {{ project_name }},,,,,,,,,,,,6,45,5
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\davestephens\ansible-nas\roles\heimdall\tasks\main.yml,,,55,0,2,28,0,0,0.5884819314107556,,,,,,,
,,Start Heimdall,,,,,,,,,,,,51,14,0
,,Create Heimdall group,,,,,,,,,,,,5,21,0
,,Create Heimdall user,,,,,,,,,,,,9,20,0
,,Create Heimdall Directories,,,,,,,,,,,,8,27,0
,,Create Heimdall container,,,,,,,,,,,,25,25,0
,,Stop Heimdall,,,,,,,,,,,,7,13,0
,,Stop Heimdall,,,,,,,,,,,,4,13,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\HCL-TECH-SOFTWARE\connections-automation\roles\hcl\docs\register-docs-in-news\tasks\main.yml,,,19,0,4,5,0,0,0.5025613136120799,,,,,,,
,,Verify if Profile already exists,,,,,,,,,,,,4,32,0
,,Verify if pid file,,,,,,,,,,,,4,18,0
,,Generate Response file,,,,,,,,,,,,5,22,0
,,Register Docs in CNX News,,,,,,,,,,,,6,25,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\sahara\handlers\main.yml,,,45,0,2,24,0,0,0.9200023577267329,,,,,,,
,,Restart sahara-api container,,,,,,,,,,,,24,28,1
,,Restart sahara-engine container,,,,,,,,,,,,25,31,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\update-subcloud\prepare-env\tasks\main.yml,,,69,0,14,4,0,0,0.6029668422030594,,,,,,,
,,Get subcloud active controller,,,,,,,,,,,,7,30,0
,,Set subcloud floating address fact,,,,,,,,,,,,3,34,0
,,Retrieve software version number,,,,,,,,,,,,3,32,0
,,Fail if software version is not defined,,,,,,,,,,,,4,39,0
,,Retrieve system mode,,,,,,,,,,,,3,20,0
,,Fail if system mode is not defined,,,,,,,,,,,,4,34,0
,,"Set host software version, system mode",,,,,,,,,,,,4,38,1
,,Set config path fact,,,,,,,,,,,,3,20,0
,,Get target subcloud network,,,,,,,,,,,,4,27,0
,,Set the target network name variable,,,,,,,,,,,,4,36,0
,,Get ifname of the existing subcloud network of controller-0,,,,,,,,,,,,4,59,1
,,Fail if subcloud network interface of controller-0 is not assigned,,,,,,,,,,,,4,66,1
,,Set sc_if_c0 fact,,,,,,,,,,,,3,17,2
,,Unknown,,,,,,,,,,,,13,0,0
,,Get ifname of the existing subcloud network of controller-1,,,,,,,,,,,,4,59,1
,,Fail if subcloud network interface of controller-1 is not assigned,,,,,,,,,,,,4,66,1
,,Set sc_if_c1 fact,,,,,,,,,,,,3,17,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\oraswgi_manage_patches\tasks\main.yml,,,201,0,12,11,0,0,0.5223235619520047,,,,,,,
,,gi_opatch | check if GI has been configured,,,,,,,,,,,,4,43,2
,,gi_opatch | set fact for patch_before_rootsh,,,,,,,,,,,,4,44,4
,,gi_opatch | Create patch-base directory (version specific),,,,,,,,,,,,9,58,5
,,include transfer-files.yml,,,,,,,,,,,,3,26,2
,,include unpack-files.yml,,,,,,,,,,,,3,24,2
,,include opatch-upgrade.yml,,,,,,,,,,,,3,26,2
,,gi_opatch | Check current opatch version,,,,,,,,,,,,6,40,2
,,gi_opatch | Configure ocm.rsp (1),,,,,,,,,,,,12,33,5
,,gi_opatch | Configure ocm.rsp (2),,,,,,,,,,,,9,33,5
,,gi_opatch | Manage opatchauto patches for GI (after software only install),,,,,,,,,,,,27,74,4
,,gi_opatch | Manage opatchauto patches for GI,,,,,,,,,,,,25,44,2
,,gi_opatch | Manage non opatchauto patches for GI,,,,,,,,,,,,26,48,2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\yatesr\ansible-timezone\tasks\main.yml,,,1,0,1,1,0,0,1,,,,,,,
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\AtlasOfLivingAustralia\ala-install\ansible\roles\fieldguide\tasks\main.yml,,,51,0,8,6,0,0,0.40876241145311343,,,,,,,
,,Unknown,,,,,,,,,,,,3,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,7,0,0
,,add nginx vhost if configured,,,,,,,,,,,,12,29,0
,,Unknown,,,,,,,,,,,,6,0,0
,,ensure target directories exist [data subdirectories etc.],,,,,,,,,,,,9,58,3
,,copy all config.properties,,,,,,,,,,,,5,26,1
,,set data ownership,,,,,,,,,,,,8,18,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\UCCNetsoc\NaC\roles\git\tasks\main.yml,,,5,0,1,5,0,0,1,,,,,,,
,,Install git,,,,,,,,,,,,5,11,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\alvistack\ansible-role-jira\tasks\main.yml,,,144,0,11,13,0,0,0.2850434896911628,,,,,,,
,,include default variables,,,,,,,,,,,,2,25,0
,,include release specific variables,,,,,,,,,,,,20,34,0
,,include release specific tasks,,,,,,,,,,,,20,30,0
,,groupadd,,,,,,,,,,,,5,8,0
,,useradd,,,,,,,,,,,,9,7,0
,,prepare directories,,,,,,,,,,,,23,19,0
,,copy templates,,,,,,,,,,,,21,14,0
,,prepare files,,,,,,,,,,,,19,13,0
,,patch /opt/atlassian/jira/atlassian-jira/WEB-INF/web.xml,,,,,,,,,,,,12,56,9
,,flush handlers,,,,,,,,,,,,2,14,0
,,systemctl start jira.service,,,,,,,,,,,,7,28,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jmunixusers\cs-vm-build\roles\filezilla\tasks\main.yml,,,31,0,4,7,0,0,0.6060409217215934,,,,,,,
,,Install Filezilla package,,,,,,,,,,,,4,25,0
,,Create Filezilla configuration directory,,,,,,,,,,,,8,40,0
,,Copy template default Filezilla configuration,,,,,,,,,,,,8,45,0
,,Attempt to copy Filezilla filters,,,,,,,,,,,,9,33,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\nuancier\tasks\main.yml,,,110,0,12,8,0,0,0.6503712738298568,,,,,,,
,,install needed packages,,,,,,,,,,,,13,23,0
,,copy sundry nuancier configuration,,,,,,,,,,,,16,34,0
,,create pictures folder where we upload the pictures,,,,,,,,,,,,6,51,0
,,create the cache folder where nuancier creates the thumbnails,,,,,,,,,,,,5,61,0
,,create the database scheme,,,,,,,,,,,,7,26,0
,,replace the nuancier configuration file by the one with the normal user,,,,,,,,,,,,16,71,0
,,set sebooleans so nuancier can talk to the db,,,,,,,,,,,,5,45,0
,,apply selinux type to static files,,,,,,,,,,,,8,34,0
,,set sebooleans so apache can use glusterfs,,,,,,,,,,,,5,42,0
,,set sebooleans so apache can send emails,,,,,,,,,,,,5,40,0
,,apply selinux type to the wsgi file,,,,,,,,,,,,7,35,0
,,Install SAR script for nuancier,,,,,,,,,,,,11,31,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\simple-koji-ci\tasks\main.yml,,,43,0,5,10,0,0,0.4515095041377575,,,,,,,
,,install needed packages,,,,,,,,,,,,13,23,0
,,copy simple-koji-ci configuration,,,,,,,,,,,,16,33,2
,,Unknown,,,,,,,,,,,,7,0,0
,,Create /usr/share/fedmsg since apparently fedmsg doesn't do it anymore,,,,,,,,,,,,5,70,4
,,Start and enable the services we want,,,,,,,,,,,,7,37,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\bootstrap\store-passwd\tasks\main.yml,,,122,0,5,21,0,0,1,,,,,,,
,,Unknown,,,,,,,,,,,,8,0,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,4,0,0
,,Unknown,,,,,,,,,,,,10,0,0
,,Print warning if admin credentials are not stored in vault,,,,,,,,,,,,4,58,0
,,Set admin username and password facts,,,,,,,,,,,,4,37,0
,,Unknown,,,,,,,,,,,,60,0,0
,,Look for password rules file,,,,,,,,,,,,4,28,0
,,Fail if password rules file is missing,,,,,,,,,,,,3,38,0
,,Get password rules,,,,,,,,,,,,3,18,0
,,Get password rules description,,,,,,,,,,,,6,30,0
,,Set password regex facts,,,,,,,,,,,,4,24,0
,,Fail if password regex cannot be found,,,,,,,,,,,,3,38,0
,,Set password regex description fact,,,,,,,,,,,,4,35,0
,,Validate admin password,,,,,,,,,,,,9,23,0
,,Fail if provided admin password does not meet required complexity,,,,,,,,,,,,4,65,0
,,Store admin password,,,,,,,,,,,,17,20,0
,,Unknown,,,,,,,,,,,,21,0,0
,,Set temp keyring directory fact,,,,,,,,,,,,3,31,0
,,Create temp keyring directory,,,,,,,,,,,,7,29,0
,,Prefetch the keyring from the tarball,,,,,,,,,,,,5,37,0
,,Remove the unwanted directory,,,,,,,,,,,,4,29,0
,,Unknown,,,,,,,,,,,,20,0,0
,,Store service passwords,,,,,,,,,,,,18,23,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\roles\kodi\tasks\main.yml,,,42,0,5,7,0,0,0.7174207755303337,,,,,,,
,,Ensure specified packages are in there desired state,,,,,,,,,,,,8,52,0
,,Create Kodi system group,,,,,,,,,,,,5,24,0
,,Create Kodi system user,,,,,,,,,,,,11,23,0
,,Create polkit configuration,,,,,,,,,,,,8,27,0
,,Remove polkit configuration,,,,,,,,,,,,5,27,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-examples\lamp_haproxy\aws\roles\web\tasks\main.yml,,,5,0,1,5,0,0,1,,,,,,,
,,Copy the code from repository,,,,,,,,,,,,5,29,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\openshift\import-image\tasks\main.yml,,,2,0,1,2,0,0,1,,,,,,,
,,Run `oc import-image`,,,,,,,,,,,,2,21,3
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM-Security\isam-ansible-roles\add_cluster_node\tasks\main.yml,,,23,0,3,7,0,0,0.8942642037019655,,,,,,,
,,Check if Signature File Exists - {{ add_cluster_node_signature_file }},,,,,,,,,,,,6,70,9
,,Add {{ inventory_hostname }} to cluster,,,,,,,,,,,,15,39,5
,,Unknown,,,,,,,,,,,,1,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\devopsschool-training-notes\Ansible-astrazeneca-June-2020\james\rolesprj\project\tasks\main.yaml,,,57,0,15,4,0,0,0.5452754073038092,,,,,,,
,,Ansible register variable basic example,,,,,,,,,,,,5,39,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Install the httpd apps,,,,,,,,,,,,3,22,0
,,Install the httpd apps,,,,,,,,,,,,3,22,0
,,start the httpd service,,,,,,,,,,,,2,23,0
,,Template a file to httpd.conf.j2,,,,,,,,,,,,6,32,2
,,start the httpd service,,,,,,,,,,,,2,23,0
,,create a empty fle,,,,,,,,,,,,2,18,0
,,Template a file to index.html.j2,,,,,,,,,,,,6,32,2
,,shut down Debian flavored systems,,,,,,,,,,,,3,33,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Installing .....,,,,,,,,,,,,6,16,5
,,"Ensure group ""deloitte"" exists",,,,,,,,,,,,4,30,2
,,Adding user and adding to Group Deploy,,,,,,,,,,,,6,38,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\plus-plus-service\tasks\main.yml,,,37,0,5,7,0,0,0.6232634883255734,,,,,,,
,,Ensure mod_wsgi is not installed since we're using python3,,,,,,,,,,,,5,58,2
,,Ensure there are no left over of mod_wsgi,,,,,,,,,,,,5,41,1
,,install needed packages,,,,,,,,,,,,10,23,0
,,create all the directory for the configuration file,,,,,,,,,,,,5,51,0
,,Install the config files,,,,,,,,,,,,12,24,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\hostname\tasks\main.yml,,,25,0,5,5,0,0,0.10250447826813527,,,,,,,
,,ansible_hostname,,,,,,,,,,,,3,16,1
,,hostname_name,,,,,,,,,,,,3,13,1
,,Update the hostname,,,,,,,,,,,,8,19,0
,,Update /etc/hosts,,,,,,,,,,,,7,17,2
,,Run hostname cmd,,,,,,,,,,,,4,16,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\munin_node\tasks\main.yml,,,70,0,6,9,0,0,0.4668430626125507,,,,,,,
,,Install OS packages,,,,,,,,,,,,9,19,0
,,Link munin-node iostat,,,,,,,,,,,,10,22,1
,,Link munin-node iostat-ios,,,,,,,,,,,,10,26,2
,,Copy munin iostat config,,,,,,,,,,,,10,24,0
,,Add source cidr,,,,,,,,,,,,8,15,0
,,Restart munin-mode,,,,,,,,,,,,7,18,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\fedora-web\codecs\tasks\main.yml,,,16,0,2,8,0,0,0.22170800381238717,,,,,,,
,,Copy in the sync-labs cronjob,,,,,,,,,,,,5,29,1
,,Copy some config files for {{website}},,,,,,,,,,,,12,38,4
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\liip\drifter\provisioning\roles\gitlabci\tasks\main.yml,,,13,0,5,3,0,0,0.8109644021895408,,,,,,,
,,install gitlab-ci.yml,,,,,,,,,,,,2,21,2
,,create ci scripts directory,,,,,,,,,,,,2,27,0
,,install run_tests.sh,,,,,,,,,,,,3,20,2
,,install gitlabci.sh,,,,,,,,,,,,3,19,1
,,install provisionbuild.dat,,,,,,,,,,,,5,26,1
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_tempest\tasks\main.yml,,,65,0,11,5,6,0,0.6865399880007674,,,,,,,
,,Gather variables for each operating system,,,,,,,,,,,,17,42,0
,,Set tempest service specific variables,,,,,,,,,,,,5,38,0
,,Gather variables for source installs,,,,,,,,,,,,7,36,0
,,Gather variables for distro installs,,,,,,,,,,,,6,36,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Unknown,,,,,,,,,,,,6,0,0
,,Unknown,,,,,,,,,,,,3,0,0
,,Flush handlers,,,,,,,,,,,,2,14,0
,,Unknown,,,,,,,,,,,,2,0,0
,,Unknown,,,,,,,,,,,,5,0,0
,,Unknown,,,,,,,,,,,,2,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\QingCloudAppcenter\ansible-roles\haproxy\tasks\main.yml,,,50,0,8,6,0,0,0.5160735312197219,,,,,,,
,,install ppa tools,,,,,,,,,,,,5,17,0
,,install ppa,,,,,,,,,,,,3,11,0
,,install HAProxy,,,,,,,,,,,,6,15,0
,,add to svc group,,,,,,,,,,,,5,16,0
,,copy conf files,,,,,,,,,,,,7,15,0
,,link files,,,,,,,,,,,,14,10,0
,,update dir owner,,,,,,,,,,,,5,16,0
