Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction,Insufficient Modularization,Inconsistent Naming Convention,Large Play,Unnamed Play,Large Task,Long Task Name
,,Barman | create /etc/barman.d,,,,,,,,,,,,,0,0
,,Barman | deploy global configuration,,,,,,,,,,,,,0,0
,,remove default cron to add log support,,,,,,,,,,,,,0,0
,,replace default cron to add log support,,,,,,,,,,,,,0,0
,,Barman | Do a daily backup of all servers,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\main.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Setup,,,,,,,,,,,,,0,0
,,Strategy,,,,,,,,,,,,,0,0
,,Unfinished,,,,,,,,,,,,,0,0
,,Shared,,,,,,,,,,,,,0,0
,,Copied,,,,,,,,,,,,,0,0
,,Writable - Dirs,,,,,,,,,,,,,0,0
,,Tasks,,,,,,,,,,,,,0,0
,,Removed,,,,,,,,,,,,,0,0
,,Finalize,,,,,,,,,,,,,0,0
,,Clean,,,,,,,,,,,,,0,0
,,Post tasks,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\wunderio\WunderMachina\playbook\roles\nfs_server\tasks\fdisk.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Check if partition named '/nfs-files' exists,,,,,,,,,,,,,0,0
,,Create partition to drive,,,,,,,,,,,,,0,0
,,Format the partition in the secondary drive,,,,,,,,,,,,,0,0
,,Create temp mount point to copy files from current /nfs-files,,,,,,,,,,,,,0,0
,,Copy files from old /nfs-files,,,,,,,,,,,,,0,0
,,Unmount temp mount and delete current /var/log,,,,,,,,,,,,,0,0
,,Create /nfs-files mount point and mount the partition,,,,,,,,,,,,,0,0
,,Get UUID of disk,,,,,,,,,,,,,0,0
,,Add automount for the drive,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\bluebanquise\bluebanquise\collections\monitoring\roles\prometheus\tasks\server_ipmi_exporter.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,group <|> Add ipmi_exporter group,,,,,,,,,,,,,0,0
,,user <|> Add ipmi_exporter user,,,,,,,,,,,,,0,0
,,Package <|> Install ipmi_exporter and freeipmi packages,,,,,,,,,,,,,0,0
,,template <|> Generate ipmi_exporter service file,,,,,,,,,,,,,0,0
,,file <|> Create ipmi_exporter directories structure,,,,,,,,,,,,,0,0
,,Template <|> Generate /etc/ipmi_exporter/ipmi_config.yml,,,,,,,,,,,,,0,0
,,meta <|> Run handler tasks,,,,,,,,,,,,,0,0
,,service <|> Manage ipmi_exporter service state,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArkCase\arkcase-ce\vagrant\provisioning\roles\pentaho-setup\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure group pentaho exists,,,,,,,,,,,,,0,0
,,pentaho user,,,,,,,,,,,,,0,0
,,Pentaho folders,,,,,,,,,,,,,0,0
,,enable logrotate for pentaho log folder if necessary,,,,,,,,,,,,,0,0
,,create Pentaho database schemas,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\cobbler-ansible\roles\cobbler\tasks\target-all-nodes.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Unknown,,,,,,,,,,,,,0,0
,,cobbler | target-all-nodes | Compute generic target list,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\migrate-platform-certificates-to-certmanager\migrate-certificates\tasks\get-certificates-summary.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Checking certificate in secret {{item.secret}},,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jpnewman\ansible-role-java\tasks\oracle_archive_install.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\testcourses\tasks\import_course.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,check out testcourses,,,,,,,,,,,,,0,0
,,import testcourse,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\prune-images\tasks\prune_images.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Pruning Kolla images,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\starlingx\ansible-playbooks\playbookconfig\src\playbooks\roles\rehome-subcloud\update-keystone-data\tasks\migrate_keystone_ids.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Update admin user id and project id in hieradata static.yaml,,,,,,,,,,,,,1,0
,,Migrate keystone user IDs,,,,,,,,,,,,,0,0
,,Migrate keystone project IDs,,,,,,,,,,,,,0,0
,,Flush memcached,,,,,,,,,,,,,0,0
,,Restart keystone service,,,,,,,,,,,,,0,0
,,Restart affected services using sm,,,,,,,,,,,,,0,0
,,Restart affected services using pmon,,,,,,,,,,,,,0,0
,,Wait until services are restarted after changing keystone IDs,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\senlin\tasks\clone.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Cloning senlin source repository for development,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\BCDevOps\platform-services\tools\bots\ansible-webhook\scripts\tasks\pr_merge_and_close.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Merge Pull Request,,,,,,,,,,,,,0,0
,,Add comment to PR if merge is not successful,,,,,,,,,,,,,0,0
,,Close Pull Request,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\prometheus\tasks\config.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Config > Directory,,,,,,,,,,,,,0,0
,,Config > Template,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\devopsschool-training-notes\Ansible-astrazeneca-June-2020\RajSelvaraj\rolesprj\projectnew\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Install the httpd server,,,,,,,,,,,,,0,0
,,start the httpd service,,,,,,,,,,,,,0,0
,,Template httpd.conf.j2,,,,,,,,,,,,,0,0
,,Template index.html.j2,,,,,,,,,,,,,0,0
,,This command will change the working directory to somedir/.,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_trove\tasks\trove_db_sync.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Perform a trove DB sync,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\plone\ansible.plone_server\tasks\Debian.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Update packages via apt,,,,,,,,,,,,,0,0
,,Ensure required python2 packages,,,,,,,,,,,,,0,0
,,Ensure required python3 packages,,,,,,,,,,,,,0,0
,,Ensure required packages,,,,,,,,,,,,,0,0
,,Set virtualenv path,,,,,,,,,,,,,0,0
,,Ensure supervisor is started,,,,,,,,,,,,,0,0
,,Set supervisor service name,,,,,,,,,,,,,0,0
,,Set supervisor to start on boot in Xenial,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\trailofbits\algo\roles\dns\tasks\freebsd.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Install dnscrypt-proxy,,,,,,,,,,,,,0,0
,,Enable mac_portacl,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-zuul-jobs\playbooks\ansible-security-trendmicro-deepsec-appliance\roles\tm-deepsec-aws-setup\tasks\main.yml,,,0,1,0,1,0,0,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\IBM\ibm-spectrum-scale-install-infra\roles\scale_fileauditlogging\node\tasks\install_local_pkg.yml,,,1,0,0,1,1,1,0,0,0,0,,,,
,unknown,,,,,,,,,,,,0,0,,
,,install | Stat local installation package,,,,,,,,,,,,,0,0
,,install | Check local installation package,,,,,,,,,,,,,0,0
,,install | Stat checksum file,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,unknown,,,,,,,,,,,,0,0,,
,unknown,,,,,,,,,,,,0,0,,
,,install | Stat temporary directory,,,,,,,,,,,,,0,0
,,install | Check temporary directory,,,,,,,,,,,,,0,0
,,install | Copy installation package to node,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\bind\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,install bind (redhat),,,,,,,,,,,,,0,0
,,install bind (debian),,,,,,,,,,,,,0,0
,,start/enable bind (redhat),,,,,,,,,,,,,0,0
,,start/enable bind (debian),,,,,,,,,,,,,0,0
,,rewrite resolv.conf,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\docker\tasks\cleanup.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,remove all containers,,,,,,,,,,,,,0,0
,,remove all images,,,,,,,,,,,,,0,0
,,stop docker,,,,,,,,,,,,,0,0
,,stop docker tcp socket,,,,,,,,,,,,,0,0
,,cleanup iptables for docker,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\influxdb\tasks\loadbalancer.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,Configure loadbalancer for {{ project_name }},,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\teardownVM.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Teardown Azure VM,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ReinerNippes\nextcloud\roles\prep_letsencrypt\tasks\Amazon.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,remove python-requests,,,,,,,,,,,,,0,0
,,install needed pip packages,,,,,,,,,,,,,0,0
,,letsencrypt renewal cronjob,,,,,,,,,,,,,0,0
,,re-install cloud-init,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\aws\tasks\provision_aws_ec2.yml,,,0,0,0,0,1,1,0,0,0,0,,,,
,,Set default res_grp_vars when not defined,,,,,,,,,,,,,0,0
,,Update Instance Tags,,,,,,,,,,,,,0,0
,,Provisioning AWS_EC2 Resource when not async,,,,,,,,,,,,,1,0
,,Append outputitem to topology_outputs,,,,,,,,,,,,,0,0
,,Async:: Provisioning AWS_EC2 Resource,,,,,,,,,,,,,1,0
,,Async:: Append outputitem to topology_outputs,,,,,,,,,,,,,0,0
,,Add type to resource,,,,,,,,,,,,,0,0
,,Async:: Add type to resource,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ArdanaCLM\cobbler-ansible\roles\cobbler\tasks\get-rhel-loader.yml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,cobbler | get-rhel-loader | Set vars dependent on target OS,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Install rpm2cpio for debian host,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Mount iso on deployer,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Create tmp dir on deployer,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Define deployer tmp dir fact,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Extract shim/grub on deployer,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Unmount iso on deployer,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Execute rpm2cpio,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Move loader into cobbler,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Move shim into cobbler,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | root owns the loader,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | root owns the shim,,,,,,,,,,,,,0,0
,,cobbler | get-rhel-loader | Cleanup deployer tmp dir,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\prometheus\tasks\upgrade.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Flush handlers,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\install-app-magento-2.yml,,,0,0,0,0,0,0,1,0,0,0,,,,
,,Check if Magento2 already installed,,,,,,,,,,,,,0,0
,,Install Magento2,,,,,,,,,,,,,0,0
,,Set up Magento2 log rotation,,,,,,,,,,,,,0,0
,,Set Magento2 Cache Storage to Redis,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\kernel\tasks\main.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Set default 'reboot_is_necessary' variable,,,,,,,,,,,,,0,0
,,Preinstall task,,,,,,,,,,,,,0,0
,,Hetzner Tasks,,,,,,,,,,,,,0,0
,,Cron Tasks,,,,,,,,,,,,,0,0
,,Mainline Kernel Script Tasks,,,,,,,,,,,,,0,0
,,Header Tasks,,,,,,,,,,,,,0,0
,,Restart Tasks,,,,,,,,,,,,,0,0
,,Checks Tasks,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\grafana\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,ensure correct OS,,,,,,,,,,,,,0,0
,,install packages.grafana.com GPG key,,,,,,,,,,,,,0,0
,,install packages.grafana.com PPA,,,,,,,,,,,,,0,0
,,install grafana,,,,,,,,,,,,,0,0
,,configure grafana,,,,,,,,,,,,,0,0
,,enable grafana,,,,,,,,,,,,,0,0
,,stop grafana,,,,,,,,,,,,,0,0
,,restart grafana,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\vmware\ansible-module-vcloud-director\roles\org\tasks\main.yml,,,1,0,0,1,0,0,0,0,0,0,,,,
,,create org,,,,,,,,,,,,,0,0
,,create org output,,,,,,,,,,,,,0,0
,,update org,,,,,,,,,,,,,0,0
,,update org output,,,,,,,,,,,,,0,0
,,read org,,,,,,,,,,,,,0,0
,,read org output,,,,,,,,,,,,,0,0
,,add rights to org,,,,,,,,,,,,,0,0
,,add rights output,,,,,,,,,,,,,0,0
,,list rights of org,,,,,,,,,,,,,0,0
,,add rights output,,,,,,,,,,,,,0,0
,,list roles,,,,,,,,,,,,,0,0
,,list roles output,,,,,,,,,,,,,0,0
,,list vdcs,,,,,,,,,,,,,0,0
,,list vdcs output,,,,,,,,,,,,,0,0
,,delete org,,,,,,,,,,,,,0,0
,,delete org output,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\arillso\ansible.users\tasks\main.yml,,,0,0,0,0,1,1,0,0,0,,,,,
,unknown,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_resource_group.yml,,,0,0,0,0,1,1,1,0,0,0,,,,
,,Unset the authvar from previous run,,,,,,,,,,,,,0,0
,,Set cred profile,,,,,,,,,,,,,0,0
,,Get creds from auth driver,,,,,,,,,,,,,0,0
,,Set auth_var,,,,,,,,,,,,,0,0
,,provisioning resource definitions of current group,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\setup-Debian.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Check if MySQL is already installed.,,,,,,,,,,,,,0,0
,,Update apt cache if MySQL is not yet installed.,,,,,,,,,,,,,0,0
,,Determine required MySQL Python libraries.,,,,,,,,,,,,,0,0
,,Ensure MySQL Python libraries are installed.,,,,,,,,,,,,,0,0
,,Ensure MySQL packages are installed.,,,,,,,,,,,,,0,0
,,Ensure MySQL is stopped after initial install.,,,,,,,,,,,,,0,0
,,Delete innodb log files created by apt package after initial install.,,,,,,,,,,,,,0,0
,,Copy datadir to new directory,,,,,,,,,,,,,0,0
,,Disable apparmor for mysqld only,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\theopenlab\openlab-zuul-jobs\roles\export-kind-gcp-account\tasks\main.yaml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Set google account key file path,,,,,,,,,,,,,0,0
,,Save google account key file,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\dresden-weekly\ansible-network-interfaces\tasks\all_interfaces.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,create directory,,,,,,,,,,,,,0,0
,,all interfaces,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_run_cephadm\tasks\main.yml,,,0,0,0,0,1,0,1,0,0,0,,,,
,,set cephadm playbook,,,,,,,,,,,,,0,0
,,Setup the log path,,,,,,,,,,,,,0,0
,,Setup the cephadm playbook command,,,,,,,,,,,,,0,0
,,rotate cephadm_command.log,,,,,,,,,,,,,0,0
,,save cephadm playbook command to shell script,,,,,,,,,,,,,1,0
,,Notify user about upcoming cephadm execution(s),,,,,,,,,,,,,0,0
,,run cephadm playbook,,,,,,,,,,,,,0,0
,,search triple_run_cephadm_output of cephadm run(s) non-zero return codes,,,,,,,,,,,,,0,0
,,print cephadm triple_run_cephadm_output in case of failure,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\OXID-eSales\oxvm_base\ansible\roles\java\tasks\install.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Install java packages,,,,,,,,,,,,,0,0
,,Download libjpeg required for java 7,,,,,,,,,,,,,0,0
,,Install libjpeg,,,,,,,,,,,,,0,0
,,Download java 7,,,,,,,,,,,,,0,0
,,Install java 7,,,,,,,,,,,,,0,0
,,Set java alternative,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Cloudbox\Cloudbox\roles\portainer\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Set DNS Record on CloudFlare,,,,,,,,,,,,,0,0
,,Stop and remove any existing container,,,,,,,,,,,,,0,0
,,Create portainer directories,,,,,,,,,,,,,0,0
,,Create and start container,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\playbooks\restart_unbound.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,find instances,,,,,,,,,,,,0,0,,
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\andrewrothstein\ansible-unarchive-deps\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,install unarchive module pkgs...,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\timeoverflow-provisioning\roles\webserver\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Create systemd unit for timeoverflow unicorn,,,,,,,,,,,,,0,0
,,Reload systemd,,,,,,,,,,,,,0,0
,,Create crontab entries for scheduled job,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-dor\tasks\server.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure docker dor server directories exist,,,,,,,,,,,,,0,0
,,Copy docker dor server configuration settings,,,,,,,,,,,,,0,0
,,Restart docker dor server container,,,,,,,,,,,,,0,0
,,Run docker dor server container,,,,,,,,,,,,,1,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\stackhpc\ansible-role-libvirt-vm\tasks\volumes.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Ensure remote images are downloaded,,,,,,,,,,,,,0,0
,,Ensure local images are copied,,,,,,,,,,,,,0,0
,,Ensure the VM disk volumes exist,,,,,,,,,,,,,1,0
,,Ensure the VM network volumes exist,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\oravirt\ansible-oracle\roles\orahost\tasks\main.yml,,,0,1,0,1,0,0,1,0,0,,,,,
,Timezone,,,,,,,,,,,,0,0,,
,Flush Buffer Cache,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\coopdevs\timeoverflow-provisioning\roles\common\tasks\groups.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Create 'timeoverflow' group,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ebbba-org\ansible-role-bigbluebutton\tasks\bbb-html5.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Configure cluster proxy in meteor,,,,,,,,,,,,,0,0
,,Write custom meteor config,,,,,,,,,,,,,0,0
,,Enable sipjsHackViaWs,,,,,,,,,,,,,0,0
,,Disable sipjsHackViaWs,,,,,,,,,,,,,0,0
,,Set loadbalancer.nginx for the cluster proxy,,,,,,,,,,,,,0,0
,,Set bbb-html5.nginx for the cluster proxy,,,,,,,,,,,,,0,0
,,Increase max-old-space-size in frontends,,,,,,,,,,,,,0,0
,,Set amount of html5 back- and frontends,,,,,,,,,,,,,0,0
,,Setup html5-frontend nginx connections,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\kubernetes-sigs\kubespray\roles\etcd\tasks\install_docker.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Unknown,,,,,,,,,,,,,0,0
,,Get currently-deployed etcd version,,,,,,,,,,,,,0,0
,,Get currently-deployed etcd-events version,,,,,,,,,,,,,0,0
,,Restart etcd if necessary,,,,,,,,,,,,,0,0
,,Restart etcd-events if necessary,,,,,,,,,,,,,0,0
,,Install etcd launch script,,,,,,,,,,,,,0,0
,,Install etcd-events launch script,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\fusor\catasb\ansible\roles\ssl_setup\tasks\main.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,Configure SSL,,,,,,,,,,,,0,0,,
,,Check if SSL certs have already been generated for this instance,,,,,,,,,,,,,0,0
,,Check if SSL certs have already been generated for this instance locally,,,,,,,,,,,,,0,0
,,Clone letsencrypt,,,,,,,,,,,,,0,0
,,Make temporary letsencrypt folder,,,,,,,,,,,,,0,0
,,Run letsencrypt script for console,,,,,,,,,,,,,0,0
,,Store SSL certs locally for future instances,,,,,,,,,,,,,0,0
,,Store SSL certs locally for future instances,,,,,,,,,,,,,0,0
,,Copy credentials into /tmp,,,,,,,,,,,,,0,0
,,Copy credentials into /tmp,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\bifrost\tasks\deploy-servers.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Enrolling physical servers with ironic,,,,,,,,,,,,,0,0
,,Deploy physical servers with ironic,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\ansible-nfv\roles\configuration\switches_config\tasks\main.yml,,,0,0,0,0,1,0,1,0,0,1,,,,
,,Load switch configuration,,,,,,,,,,,,,0,0
,,Create VLANs list,,,,,,,,,,,,,0,0
,,Include {{ ansible_network_os }} tasks,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openfoodfoundation\ofn-install\playbooks\db_backup.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,Backup database to local machine,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\openstack-ansible-os_ironic\tasks\ironic_inspector_post_install.yml,,,0,0,0,0,0,0,0,0,0,,,,,
,Configure nginx when inspector boot mode is http,,,,,,,,,,,,0,0,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\systemd\tasks\tmpfiles_configs.yml,,,0,0,0,0,0,0,0,0,0,0,,,,
,,Tmpfiles Configs > Exclusive,,,,,,,,,,,,,0,0
,,Tmpfiles Configs > Templates present,,,,,,,,,,,,,0,0
,,Tmpfiles Configs > Files absent,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\roles\pagure\fedmsg\tasks\main.yml,,,0,0,0,1,0,0,1,0,0,0,,,,
,,install needed packages,,,,,,,,,,,,,0,0
,,create a /var/run/fedmsg dir with setgid for monitoring.,,,,,,,,,,,,,0,0
,,setup /etc/fedmsg.d directory,,,,,,,,,,,,,0,0
,,setup basic /etc/fedmsg.d/ contents,,,,,,,,,,,,,1,0
,,Remove unwanted files,,,,,,,,,,,,,0,0
,,setup /etc/pki/fedmsg directory,,,,,,,,,,,,,0,0
,,install fedmsg ca.cert,,,,,,,,,,,,,0,0
,,fedmsg certs,,,,,,,,,,,,,0,0
,,fedmsg keys,,,,,,,,,,,,,0,0
,,ensure a directory exists for our custom selinux module,,,,,,,,,,,,,0,0
,,copy over our custom selinux module,,,,,,,,,,,,,0,0
,,install our custom selinux module,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\podman\tasks\run_container.yaml,,,0,0,0,0,0,0,0,0,0,1,,,,
,,is {{ct_name}} already created,,,,,,,,,,,,,0,0
,,create {{ct_name}} if needed,,,,,,,,,,,,,0,0
,,create {{ct_name}} systemd unit,,,,,,,,,,,,,0,0
,,enable {{ct_name}} container unit,,,,,,,,,,,,,0,0
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\nexcess\ansible-playbook-cloudhost\playbooks\tasks\import-dev.yml,,,0,0,0,0,1,0,0,0,0,0,,,,
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Make a New MySQL User Password,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
,,Unknown,,,,,,,,,,,,,0,0
